Count of Invoice,Type of Request,REQUEST ID,CREATED BY,CREATED ON,BRANCH NAME,SUPPLIER CODE,NAME,COUNTRY,CURRENCY,TYPE OF REQUEST,Amount,TASK START,Actioned Date,Request Received Stage,Request received date,Completed Date,Status of Request,Pending Reason,Pending With Approver/Requestor,QC Status,Audited By,Auditor Comments,Ageing-SLA-FPY,Ageing-SLA-2,Ageing of Re-work Days,Ageing of Re-work,Month,Unnamed: 28, Amount 
1.0,Check Request,133895,Wendy Williams,2024-06-17 00:00:00,2117 - Lewisfort,KY20ri-766,Johnson-Singleton,United States,USD,Legal Obligations (i.e. Taxes),10727,2024-06-19 10:35:11,2024-06-19 10:35:11,,2024-06-19 10:35:11,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
3.0,Check Request,346062,Heather Cole,2024-06-11 00:00:00,7539 - East Vanessashire,gY17IY-000,Reid and Sons,United States,USD,Legal Obligations (i.e. Taxes),42482,2024-06-19 10:35:35,2024-06-19 10:35:35,verification,2024-06-19 10:35:35,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,462156,Jerry Davenport,2024-06-18 00:00:00,5427 - Smithtown,CJ89zk-475,Hall-Garcia,United States,USD,Utility,361114.75,2024-06-19 17:51:42,2024-06-19 17:51:42,verification,2024-06-19 17:51:42,2024-06-20 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Check Request,578621,John Taylor,2024-06-18 00:00:00,8578 - Johnburgh,OA18pW-081,"Daniel, Adams and Mclaughlin",United States,USD,Utility,1625.48,2024-06-19 17:51:42,2024-06-19 17:51:42,verification,2024-06-19 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Check Request,292671,Ralph Hendricks,2024-06-20 00:00:00,9155 - Port Gregoryberg,UA60iJ-209,Dean-Green,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,131850,2024-06-20 00:00:00,2024-06-20 00:00:00,verification,2024-06-20 00:00:00,2024-06-21 00:00:00, COMPLETED ,Due date changed 06/20/2024,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Union,824379,Angela Huang,2024-06-19 00:00:00,3439 - Lake Misty,ra68UX-604,Perez and Sons,United States,USD,Union,17960.76,2024-06-20 00:00:00,2024-06-20 00:00:00,AP Processing,2024-06-20 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,522128,Jacqueline Banks,2024-06-19 00:00:00,3890 - Owenmouth,WC99dB-975,Schmidt-Clark,United States,USD,Union,9857.24,2024-06-20 00:00:00,2024-06-20 00:00:00,AP Processing,2024-06-20 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,194862,Jeffrey Romero,2024-06-19 00:00:00,4641 - Wattsstad,GG18OA-516,West and Sons,United States,USD,Union,4281.64,2024-06-20 00:00:00,2024-06-20 00:00:00,AP Processing,2024-06-20 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,166467,Theresa Davis,2024-06-19 00:00:00,2423 - Port Deanna,GG20Yf-437,"Shepherd, Peterson and Sullivan",United States,USD,Union,2240.76,2024-06-20 00:00:00,2024-06-20 00:00:00,AP Processing,2024-06-20 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,381517,Glenn Elliott,2024-06-19 00:00:00,1237 - nelsonport,bI58SJ-141,Mcdaniel Inc,United States,USD,Union,46840.72,2024-06-20 00:00:00,2024-06-20 00:00:00,,2024-06-20 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,356536,Lauren Anthony,2024-06-19 00:00:00,6678 - Danielmouth,Cw26QU-525,Little Group,United States,USD,Union,1200,2024-06-20 00:00:00,2024-06-20 00:00:00,AP Processing,2024-06-20 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,982272,Frank Flores,2024-06-19 00:00:00,2354 - MOOREBURGH,Rk69mK-078,Lynch-Wilson,United States,USD,Union,47916.93,2024-06-20 00:00:00,2024-06-20 00:00:00,AP Processing,2024-06-20 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,224110,Charles Cervantes,2024-06-10 00:00:00,2058 - North Amber,HE44nr-804,"Rose, Allen and Fuller",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,7913,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,664462,Virginia Clark,2024-06-10 00:00:00,2819 - Port Juan,NT05Hv-717,Greene PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,21850,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-24 00:00:00,COMPLETED,Supplier # 2040086 is restricted - please raise SMR request to vendor master team to un restrict.,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,964226,Laura Gilbert,2024-06-11 00:00:00,4985 - Guerraview,zm75sm-394,Medina PLC,United States,USD,Utility,351,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,506111,Dustin Wilson,2024-06-17 00:00:00,4884 - New Ariel,Pl15xG-208,"Edwards, Ramirez and Alexander",Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,8367.65,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-24 00:00:00,COMPLETED,Due date changed 06/17/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,290080,Jeffrey Mcclure,2024-06-18 00:00:00,1464 - Martinezhaven,vf02XA-982,Sullivan-Williams,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,7913,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,Due date changed 06/21/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,901389,Thomas Zhang,2024-06-19 00:00:00,7249 - SOUTH CHARLESFURT,UP28lV-167,Obrien LLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,281.87,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,312174,Tammy Estrada,2024-06-19 00:00:00,7103 - Lake Ryanshire,ea79de-664,"Sanchez, Lam and Lin",China,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1885,2024-06-21 00:00:00,2024-06-21 00:00:00,Back to Originator,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,"
Here some issue with Branch as the supplier currency is USD. and system is not allowing me to process this transaction/ Still awaiting to get this processed by Invoice processing team as its cross currency 07/11/2024

cross check on GL codes and Supplier currency.06/27/2024 still no changes from Koku - requestor about GL coding details",,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,172851,Daniel Roberson,2024-06-19 00:00:00,2776 - New Carol,Nk28dQ-344,"Bush, Nguyen and Mcguire",United States,USD,Account on Hold - Invoice NOT in J&E,103939.87,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,duedate changed as CKR 06/25/2024,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Check Request,627685,Alyssa Orr,2024-06-19 00:00:00,4967 - Charlesfurt,nS73Fb-108,"Franklin, Hudson and Thompson",United States,USD,Account on Hold - Invoice in J&E,3542.34,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,872367,Kimberly Lloyd,2024-06-19 00:00:00,3589 - New Jennifer,FF89NK-053,Walter PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,20127.17,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,776525,Ronnie Johnson,2024-06-19 00:00:00,5636 - North Patrick,wj85Is-196,Johnson Group,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,78.92,2024-06-21 00:00:00,2024-06-21 00:00:00,Back to Originator,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,Move back to originator as per requestor - request in comments field - rejected,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,959901,Tom Duncan,2024-06-20 00:00:00,2359 - Smithburgh,rS45NF-406,"Wells, Faulkner and Morton",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,400,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,Due date changed 06/28/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,385145,Kelly Guerra,2024-06-20 00:00:00,5910 - Hunterfort,LK76dn-897,Barry-Vaughn,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,60000,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,Due date changed 06/21/2024,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Check Request,732354,Brian Mccarthy,2024-06-20 00:00:00,8973 - Port Brianchester,hL23ua-848,Wolf-Peterson,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,100,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,Due date changed 06/24/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
20.0,Check Request,951285,Jill Reynolds,2024-06-20 00:00:00,8520 - LAKE ALEXANDER,US00yM-159,"Craig, Espinoza and York",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,42113.11,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,159408,Sean Kaiser,2024-06-20 00:00:00,5953 - Georgechester,GK35nl-419,"Acosta, Peterson and Gallagher",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,317.25,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,102353,Audrey Gomez,2024-06-20 00:00:00,6516 - West Courtney,pB09Wu-899,"Martinez, Martinez and Martin",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,9847.15,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,600220,Ricky Luna,2024-06-20 00:00:00,1939 - Austinland,yA95lA-523,Lewis Group,United States,USD,Union,883.01,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,990949,Jonathon Hill,2024-06-20 00:00:00,5414 - East Luis,uD43SW-771,Roberts and Sons,United States,USD,Union,660.5,2024-06-21 00:00:00,2024-06-21 00:00:00,verification,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,917979,Kayla Waters,2024-06-19 00:00:00,8964 - lake tammyside,Sc89mH-937,"Parker, Brown and Nolan",United States,USD,AR Refund Check,1000,2024-06-21 00:00:00,2024-06-21 00:00:00,AP Processing,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,125228,Emily Middleton,2024-06-19 00:00:00,6119 - Farmerhaven,DG72Hk-621,"Barrett, Stout and Clark",United States,USD,AR Refund Check,4292.46,2024-06-21 00:00:00,2024-06-21 00:00:00,AP Processing,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,989272,Timothy Bauer,2024-06-19 00:00:00,8109 - North Nicoletown,JC93US-144,Santos-Jones,United States,USD,AR Refund Check,140.68,2024-06-21 00:00:00,2024-06-21 00:00:00,AP Processing,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,578671,Ryan Guerrero,2024-06-19 00:00:00,4906 - Garciaburgh,Qp94jv-769,Peters-Cole,United States,USD,AR Refund Check,680,2024-06-21 00:00:00,2024-06-21 00:00:00,AP Processing,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,143130,Amanda Walters,2024-06-19 00:00:00,7792 - Lake Ricardo,sX72Nb-604,Morgan LLC,United States,USD,AR Refund Check,973.6,2024-06-21 00:00:00,2024-06-21 00:00:00,AP Processing,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,148561,Chad Bennett,2024-06-19 00:00:00,8572 - Port Teresa,Hc92oL-522,Barber LLC,United States,USD,AR Refund Check,2087.26,2024-06-21 00:00:00,2024-06-21 00:00:00,AP Processing,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,327433,Megan Baker,2024-06-19 00:00:00,6145 - New Debraside,jv09Pp-880,Wilkinson Group,United States,USD,AR Refund Check,1112.91,2024-06-21 00:00:00,2024-06-21 00:00:00,AP Processing,2024-06-21 00:00:00,2024-06-21 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,312874,Robert Gross,2024-06-21 00:00:00,4668 - Joseview,sC52WQ-348,Hahn-Bender,United States,USD,Engie Bills,45236.24,2024-06-21 00:00:00,2024-06-25 00:00:00,Engie Portal,2024-06-25 00:00:00,2024-06-25 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Engie,128914,Craig Liu,2024-06-21 00:00:00,7430 - Port Marissa,EE12IF-449,Jacobson PLC,United States,USD,Engie Bills,12895.05,2024-06-21 00:00:00,2024-06-25 00:00:00,Engie Portal,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,TRANS INTERNATIONAL,714900,Shannon Curry,2024-06-21 00:00:00,6886 - Port Daniel,ux26Va-856,Sanders Inc,United States,USD,FRIGHT,7800.02,2024-06-21 00:00:00,2024-06-21 00:00:00,Trans International,2024-06-21 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,709634,Austin Grant,2024-06-18 00:00:00,3960 - East Ryan,at52sp-843,"Klein, Hampton and Reed",Canada,CAD,Account on Hold - Invoice in J&E,14928.28,2024-06-22 00:00:00,2024-06-24 00:00:00,verification,2024-06-22 00:00:00,2024-06-26 00:00:00,COMPLETED,Today Invoice processing team has processed Inv# 132810 and now we have closed the request to check printer queue.,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,516717,Christopher Barnes,2024-06-21 00:00:00,1859 - Chaneychester,Wx42kk-464,"Patterson, Williams and Watson",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,11388.05,2024-06-22 00:00:00,2024-06-24 00:00:00,rejected,2024-06-22 00:00:00,2024-06-24 00:00:00,COMPLETED,rejected by Originator ,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,360843,James Silva,2024-06-21 00:00:00,2982 - Port Angie,cw03pY-948,Lucas Group,Canada,CAD,Account on Hold - Invoice in J&E,54042.67,2024-06-22 00:00:00,2024-06-24 00:00:00,,2024-06-22 00:00:00,2024-06-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,310603,Kari Sandoval,2024-06-21 00:00:00,4972 - Port Sherri,pY31FI-854,"Kirk, Brown and Contreras",United States,USD,Utility,31876.67,2024-06-22 00:00:00,2024-06-24 00:00:00,verification,2024-06-22 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,593191,Eric Hall,2024-06-21 00:00:00,1354 - lake sandraton,tY26vI-259,Wilson-Sutton,United States,USD,Utility,9954.16,2024-06-22 00:00:00,2024-06-24 00:00:00,verification,2024-06-22 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,535778,John Robles,2024-06-21 00:00:00,4784 - Jesseport,sM38wD-521,"Boyle, Kelley and Lang",United States,USD,Legal Obligations (i.e. Taxes),205145.38,2024-06-22 00:00:00,2024-06-24 00:00:00,verification,2024-06-22 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
8.0,Check Request,960553,Howard Castillo,2024-06-21 00:00:00,8401 - north kellie,zb95lX-767,Spencer Inc,United States,USD,Legal Obligations (i.e. Taxes),4125,2024-06-22 00:00:00,2024-06-24 00:00:00,verification,2024-06-22 00:00:00,2024-06-25 00:00:00,COMPLETED,Due date changed to 06/28/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,735796,Brian Ibarra,2024-06-23 00:00:00,9349 - Hudsonfort,Ws44ml-011,Hammond PLC,United States,USD,Union,39562.55,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,321306,Donna Montes,2024-06-23 00:00:00,3001 - Susanfurt,ao05Ek-488,Booth-Thomas,United States,USD,Union,1633.01,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,316582,Matthew Wilson,2024-06-23 00:00:00,2424 - Gregoryside,Jt17te-887,Martinez Group,United States,USD,Union,409.38,2024-06-24 00:00:00,2024-06-24 00:00:00,,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,554080,Francis Wilson,2024-06-23 00:00:00,9440 - New Katherineton,VW50iJ-568,Tate-Parks,United States,USD,Union,1700,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,959851,Michele Ayala,2024-06-23 00:00:00,5245 - Port Aliciafort,vZ60lK-748,Maldonado LLC,United States,USD,Union,522,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,832385,Dr. John Jenkins,2024-06-23 00:00:00,3882 - Stevenland,sj86kS-755,Graham-Walker,United States,USD,Union,675,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,772897,Earl Romero,2024-06-21 00:00:00,9096 - NORTH DAVID,FV83lO-924,Mcdonald Group,United States,USD,Union,20173.42,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,453008,Rachel Brown,2024-06-21 00:00:00,8337 - Kellymouth,Fx08Qw-172,"Parrish, Carr and Oliver",United States,USD,Union,216,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,991470,Deborah Stewart,2024-06-21 00:00:00,6854 - Paulborough,Lt25lv-893,"Poole, Ruiz and Medina",United States,USD,Union,1458.85,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,640959,Jeremy Ross,2024-06-21 00:00:00,4646 - East Ginaville,sg96Sf-237,Williamson-Harris,United States,USD,Union,2302.66,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,150631,Debra Chandler,2024-06-21 00:00:00,1942 - North Tracy,uh12gz-139,Kline PLC,Canada,CAD,Union,17075.58,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,119006,Robert Parker,2024-06-21 00:00:00,6262 - South Kristintown,FB73lO-749,Myers Ltd,United States,USD,Union,16679.34,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,237604,Kenneth Jackson,2024-06-13 00:00:00,9461 - Gregorybury,rX20ti-215,Vasquez PLC,United States,USD,AR Refund Check,2377.32,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,595374,Mario Gould,2024-06-20 00:00:00,5715 - South Melissa,Pr38RC-993,Santana Group,United States,USD,AR Refund Check,78.92,2024-06-24 00:00:00,2024-06-24 00:00:00,AP Processing,2024-06-24 00:00:00,2024-06-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,903192,Erin Jacobs,2024-06-07 00:00:00,3997 - Port Christophermouth,ra58iP-437,"Bond, Nguyen and Newton",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,67731,2024-06-24 00:00:00,2024-06-25 00:00:00,verification,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,Due Date changed to 06/07/2024,,Pass,Prashanth,Passed,0.0,,,,Jun-24,0.0,
1.0,Check Request,305759,Nathan Lang,2024-06-21 00:00:00,9998 - North Robert,VU78bM-062,Hardy-Garcia,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,408.56,2024-06-25 00:00:00,2024-06-25 00:00:00,verification,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,Due date changed to 06/28/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,930325,Michael Barr,2024-06-24 00:00:00,4390 - Port Josefurt,xJ22Nv-751,Donaldson-Sandoval,United States,USD,Legal Obligations (i.e. Taxes),2391.53,2024-06-25 00:00:00,2024-06-25 00:00:00,verification,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,110772,Kristen Pena,2024-06-24 00:00:00,9145 - Davidmouth,wR52PY-304,Hodge-Cabrera,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,1207.41,2024-06-25 00:00:00,2024-06-25 00:00:00,verification,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,Due date changed to 06/28/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
9.0,Check Request,999153,Heidi Gonzalez,2024-06-24 00:00:00,5620 - South Christopher,KB14nE-246,Townsend-Cooper,United States,USD,Legal Obligations (i.e. Taxes),28554,2024-06-25 00:00:00,2024-06-25 00:00:00,verification,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,576127,Joseph Heath,2024-06-24 00:00:00,2410 - North Baileybury,zr10Zf-999,Rhodes Ltd,United States,USD,Legal Obligations (i.e. Taxes),275000,2024-06-25 00:00:00,2024-06-25 00:00:00,verification,2024-06-25 00:00:00,2024-06-26 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Engie,519912,Robert Lozano,2024-06-25 00:00:00,4693 - North Andrewland,YI24IR-956,"Thompson, Jones and Murphy",United States,USD,Engie Bills,20245.95,2024-06-25 00:00:00,2024-06-25 00:00:00,Engie Portal,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,951358,Daniel Quinn,2024-06-25 00:00:00,1921 - Guzmanburgh,Xi19Le-111,Matthews and Sons,United States,USD,Engie Bills,4332.15,2024-06-25 00:00:00,2024-06-25 00:00:00,Engie Portal,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,752323,Amanda Smith,2024-06-25 00:00:00,2271 - Calebfurt,Nr97he-426,"Mills, Guerra and Perry",United States,USD,Engie Bills,26223.34,2024-06-25 00:00:00,2024-06-25 00:00:00,Engie Portal,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,354337,Ashley Sanders,2024-06-25 00:00:00,9793 - East James,PB17zb-234,Quinn Ltd,United States,USD,Engie Bills,11641.65,2024-06-25 00:00:00,2024-06-25 00:00:00,Engie Portal,2024-06-25 00:00:00,2024-06-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,531139,Mr. Eric Hall,2024-06-24 00:00:00,4989 - North Jasonmouth,hp38gF-090,Richardson and Sons,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,11388.05,2024-06-25 00:00:00,2024-06-25 00:00:00,verification,2024-06-25 00:00:00,2024-06-26 00:00:00,COMPLETED,Due date changed to 06/25/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
