count_of_invoice,type_of_request,request_id,created_by,created_on,branch_name,supplier_code,name,country,currency,sub_request_type,amount,task_start,actioned_date,request_received_stage,request_received_date,completed_date,status_of_request,pending_reason,pending_with_approver/requestor,qc_status,audited_by,auditor_comments,ageing_sla_fpy,month,,,,,
1,Engie,938654,Cameron Smith,10-05-24,4324 - Anthonyshire,HY79Ai-896,"Jackson, Ortiz and Reed",United States,USD,Engie Bills,10214,10-05-24,10-05-24,Engie Portal,10-05-24,10-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,536707,Brittney Martinez,10-05-24,6291 - Stephanietown,Ei05Gi-506,Delgado-Mueller,United States,USD,Union,608,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Union,196050,Nicolas Brown,10-05-24,9932 - Martinfort,vk36mn-083,Flores-Terry,United States,USD,Union,553568,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,742190,Vanessa Zimmerman,10-05-24,7682 - NEW COLLEEN,Ai91PR-998,Sims LLC,United States,USD,Union,651249,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,413519,Lee Mann,10-05-24,8994 - South Paul,Fq77JX-028,Smith LLC,United States,USD,Union,10418,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,676871,William Lindsey,10-05-24,1692 - Emilyside,Xg92Ym-823,"Jenkins, Fuller and Cook",United States,USD,Union,133146,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,680805,Desiree Patterson,10-05-24,7871 - Brownside,SY19gi-799,Edwards Ltd,United States,USD,Union,5151,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,170899,Sierra Cervantes,10-05-24,6588 - Mckenzieburgh,mm30wg-655,Davis-Hartman,United States,USD,Union,3203,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Union,169883,Scott Meza,10-05-24,2534 - Montoyatown,yI74tO-964,Lee-Fuller,United States,USD,Union,3884,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Union,999246,Erik Davis,10-05-24,1641 - South Sara,Dg67to-194,Alvarez Group,Canada,CAD,Union,237509,10-05-24,13-05-24,Unknown Stage,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,144625,Nicholas Duffy,10-05-24,4679 - Port Daisymouth,PF95kr-161,Torres-Hughes,United States,USD,Union,52856,10-05-24,13-05-24,AP Processing,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,263890,Anthony Paul,11-05-24,7423 - Maldonadoport,DC05jO-394,Marshall PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - in J&E,720,10-05-24,13-05-24,Back to Originator,10-05-24,13-05-24,COMPLETED,"we are checking internally to help vendor to pull his remaining balance from his card, E payables.- Back to Originator - Supplier has already withdrawn funds",No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,171438,Katherine Baxter,10-05-24,5564 - Amberport,yg31sn-333,Browning Inc,United States,USD,Legal Obligations (i.e. Taxes),2859,10-05-24,13-05-24,verification,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,959240,Jessica Romero,10-05-24,3806 - Lake Michael,Vy45Fe-648,Huerta PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,25,10-05-24,13-05-24,verification,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,249282,Karen Robertson,09-05-24,9221 - South Carriefurt,TE15oS-395,"Johnson, Miles and Bradford",United States,USD,Legal Obligations (i.e. Taxes),148,10-05-24,13-05-24,verification,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,999812,Dr. Melissa Sullivan DDS,09-05-24,4924 - South Michaelfort,ya03tX-341,Mcdowell-Brown,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,7500,10-05-24,13-05-24,verification,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,921083,Nichole Klein,09-05-24,1522 - Harrellmouth,cM62vc-907,Jackson-Mccall,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,25,10-05-24,13-05-24,verification,10-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,148953,Nicole Sanchez,10-05-24,1195 - Donaldfort,xP14Uk-275,Johnson Group,Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,9478,11-05-24,13-05-24,verification,11-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Check Request,695952,Tiffany Morrow,10-05-24,2490 - SOUTH VICTORIASHIRE,Xv63FZ-540,"Lewis, Rodriguez and Summers",Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,11449,11-05-24,13-05-24,verification,11-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,338144,Kelsey Lynch,12-05-24,3352 - New Danielborough,kq01Mo-363,"White, Chang and Joseph",United States,USD,Union,144611,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,562294,Traci Craig,12-05-24,6257 - PERKINSTOWN,xL84BW-571,Webb and Sons,United States,USD,Union,1500,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,630062,Kelly Walker,12-05-24,6887 - Langmouth,LJ69iv-914,"Alvarado, Rivera and Newton",United States,USD,Union,1500,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,486577,Ryan Palmer,12-05-24,2206 - West Barry,gE04en-616,"Mcgrath, Mata and Juarez",United States,USD,Union,12743,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,738870,Jenny Gray,12-05-24,3722 - Obrienstad,gf27Iu-147,Henderson-Hickman,United States,USD,Union,11780,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,516115,Brian Sloan,12-05-24,5046 - austinhaven,dA63RS-069,"Mcdonald, Brady and Saunders",United States,USD,Union,409,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24, COMPLETED ,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,237496,Joshua Miranda,12-05-24,8538 - South Colleenberg,hZ61iL-312,Johnson-Wolf,United States,USD,Union,409,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,973496,Edwin Carter,12-05-24,3377 - North Timothy,Oy88Hp-746,"Payne, Tyler and Cantrell",United States,USD,Union,21885,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,711107,Oscar Carroll,12-05-24,1066 - North Alexandriaborough,UW51ms-612,Boyd and Sons,United States,USD,Union,24435,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,943061,Eric Fitzpatrick,12-05-24,8240 - PORT MELISSA,zn61nM-192,Gill-Boyle,United States,USD,Union,675,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,178511,Samantha Johnson,12-05-24,8054 - Malloryshire,Pw30HP-906,Adkins Ltd,United States,USD,Union,675,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,197934,Luke Freeman,12-05-24,3488 - East Jasonfort,aK22Zr-830,Rivera Inc,United States,USD,Union,522,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,585544,Luis Murphy,12-05-24,2311 - Jessechester,JA63Lw-481,"Fox, Wilson and Dickerson",United States,USD,Union,59202,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,594158,Aaron Zamora,12-05-24,9156 - Port Kimberly,RW59JR-616,Powell-Perez,United States,USD,Union,522,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,849730,Henry Garcia,12-05-24,5526 - Connortown,SJ91JM-490,Harris-King,United States,USD,Union,243813,12-05-24,13-05-24,AP Processing,12-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,336870,Bradley Robertson Jr.,13-05-24,1336 - Lake Nicolasshire,mV92Oa-120,"White, Rosario and Holden",United States,USD,Union,125544,13-05-24,13-05-24,AP Processing,13-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,747390,John Moore,13-05-24,1675 - Rebeccaville,mP82yv-736,Valdez Group,United States,USD,Union,1950506,13-05-24,13-05-24,AP Processing,13-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,849003,Courtney Foster,13-05-24,8433 - lake heathershire,yw67Xq-569,Gardner Inc,United States,USD,Union,325457,13-05-24,13-05-24,AP Processing,13-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Engie,529283,Jeffrey White,13-05-24,7738 - Robertview,jk20CP-958,"Rowe, Holland and Gilmore",United States,USD,Engie Bills,10294,13-05-24,13-05-24,Engie Portal,13-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Engie,896402,Ashley Gonzales,13-05-24,8000 - East Carlosville,uY50Vy-446,Wade-Robertson,United States,USD,Engie Bills,1572,13-05-24,13-05-24,Engie Portal,13-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,463416,Candice Gomez,13-05-24,3279 - New Steven,QM70NJ-162,Hall-Shaw,United States,USD,Union,22470,13-05-24,14-05-24,AP Processing,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,479321,Ian Harrell,13-05-24,9999 - West Ryanstad,Qe85zY-849,Meyer Group,United States,USD,Union,18320,13-05-24,14-05-24,AP Processing,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,965810,Colton Williams,13-05-24,4317 - Codyland,rs58hy-491,"Howard, Benjamin and Bishop",United States,USD,Union,79046,13-05-24,14-05-24,AP Processing,13-05-24,14-05-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,120413,Patrick Santana,13-05-24,5129 - North Lisa,wC86oP-052,"Lang, Larson and Jones",United States,USD,Union,840,13-05-24,14-05-24,AP Processing,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Union,671481,Cristian Mendoza,13-05-24,1771 - New Lisa,an49cH-985,Hampton Ltd,United States,USD,Union,69190,13-05-24,14-05-24,AP Processing,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,984791,Deborah Fisher,13-05-24,4655 - West Carriefurt,rT38LV-924,"Thompson, Johnson and Yang",United States,USD,Union,32265,13-05-24,14-05-24,AP Processing,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Union,222389,Rebecca Klein,13-05-24,5185 - FRAZIERSHIRE,Uq00kk-915,Castillo Group,Canada,CAD,Union,60514,13-05-24,14-05-24,AP Processing,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,630834,Phillip Macias,13-05-24,2399 - Ericshire,nR18aE-432,Bowman-Cole,United States,USD,Legal Obligations (i.e. Taxes),12500,13-05-24,14-05-24,verification,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,771905,Tammy Cameron,13-05-24,4722 - MARGARETSIDE,mr48YQ-745,Garrison-Mills,United States,USD,Legal Obligations (i.e. Taxes),1000,13-05-24,14-05-24,verification,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,126420,Brian Rodriguez,13-05-24,7544 - LAKE TIMOTHY,KO01dj-074,"Gutierrez, Gutierrez and Huang",United States,USD,Legal Obligations (i.e. Taxes),3755821,13-05-24,13-05-24,verification,13-05-24,17-05-24, COMPLETED ,We had challege in Uplaoding the CKR file for Rent this month- Supplier currencly changed to USD - Ideally this should be CAD and Janette help in changing this and processed today 05/17/2024,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Check Request,307016,Christopher Porter,13-05-24,8478 - oliviahaven,DO57kI-359,Waters Inc,Mexico,USD,Account on Hold - Invoice NOT in J&E,2784,13-05-24,14-05-24,verification,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
20,Check Request,417204,Cynthia Gregory,09-05-24,5758 - Paulfort,sA04sM-667,Reeves-Oneill,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,38216,13-05-24,14-05-24,verification,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,863638,William Mclaughlin,09-05-24,6787 - Allenside,tZ32LN-516,Jenkins-Adams,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,13407,13-05-24,14-05-24,verification,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
23,Check Request,603575,Dylan Tucker,25-04-24,5216 - Brianbury,Pb87eS-427,"Lynch, Rhodes and Davis",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,53833,13-05-24,14-05-24,verification,13-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,AR REFUND,910554,Danielle Hernandez,13-05-24,8217 - Port Tinaburgh,MG89Rv-723,Chavez-Bishop,United States,USD,AR Refund Check,974,13-05-24,13-05-24,AP Processing,13-05-24,13-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,453136,Danielle Wang,14-05-24,6850 - Wellsberg,zB87Aw-980,Mays PLC,United States,USD,Union,1608760,14-05-24,14-05-24,AP Processing,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,492335,Wendy Wright,13-05-24,8251 - south barbaraland,xo52cp-488,Thomas-Stewart,United States,USD,Union,240,14-05-24,14-05-24,AP Processing,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,621297,Christina Mccarthy,13-05-24,1110 - Mooreton,nb46qd-867,Stanley-Watson,United States,USD,Union,21029,14-05-24,14-05-24,AP Processing,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Union,199003,Meredith Shaw,13-05-24,2365 - Michaelburgh,yw00PB-953,"Guzman, Rosario and Simmons",United States,USD,Union,2445,14-05-24,14-05-24,AP Processing,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,906925,Willie Garza,13-05-24,1869 - Ramosberg,Yl73AG-729,Pacheco-Woods,United States,USD,Union,1996,14-05-24,14-05-24,AP Processing,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
1,Union,393065,Crystal Anderson,14-05-24,3680 - Michelleport,XI76rr-128,Porter-Mendoza,United States,USD,Union,35380,14-05-24,14-05-24,AP Processing,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Check Request,945831,William Hickman,13-05-24,5868 - Lake Steven,Po14Ab-253,Nelson and Sons,Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,19604,14-05-24,13-05-24,verification,13-05-24,15-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Check Request,970545,Luis Davis,13-05-24,4145 - finleymouth,TJ28GF-690,Mendoza Group,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,33575,14-05-24,15-05-24,verification,14-05-24,15-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
8,Check Request,668719,Jason Torres,13-05-24,8356 - Lawrencebury,mx75Lr-787,Juarez PLC,United States,USD,Legal Obligations (i.e. Taxes),44834,14-05-24,15-05-24,verification,14-05-24,15-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Engie,274991,Crystal Rogers,14-05-24,1416 - MICHELLELAND,GQ46xo-342,"Bishop, Hebert and Ramos",United States,USD,Engie Bills,6565,14-05-24,14-05-24,Engie Portal,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Engie,639354,Jordan Schneider,14-05-24,7243 - Port Alisha,dB57Av-462,Henry-Church,United States,USD,Engie Bills,9114,14-05-24,14-05-24,Unknown Stage,14-05-24,14-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Check Request,932218,Derrick Ramirez,14-05-24,9765 - Ramoshaven,Py27uw-359,Jones LLC,United States,USD,Legal Obligations (i.e. Taxes),653126,14-05-24,15-05-24,verification,15-05-24,15-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,May-24,,,,,
1,Check Request,630546,Jason Flores,14-05-24,8118 - castillofort,Wd28fF-980,"Choi, Mcdonald and Chan",Canada,CAD,Account on Hold - Invoice in J&E,1872,14-05-24,15-05-24,verification,14-05-24,15-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,782362,Andrew Williams,14-05-24,2096 - Calhounland,OF69Th-666,"Martinez, Ward and Hahn",Canada,CAD,Account on Hold - Invoice in J&E,13815,14-05-24,15-05-24,verification,14-05-24,15-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,368814,Christy Kennedy,14-05-24,1267 - West Andrewfurt,Vx56Ki-307,"Stephens, Hodge and Gray",Canada,CAD,Account on Hold - Invoice in J&E,12140,14-05-24,15-05-24,verification,14-05-24,15-05-24,COMPLETED,Invoice Already in J&E - AP complete report is attached as PJ,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,549843,Ashlee Lopez,13-05-24,9656 - New Nicholas,Py57yJ-977,Conrad-Page,United States,USD,Utility,1428,14-05-24,16-05-24,verification,15-05-24,16-05-24,COMPLETED,PJ was already attached by Annappa - moved to check printer queue 05/20/2024,No Pending Party,Not audited,Not Applicable,No Comments,1.00,May-24,,,,,
1,Check Request,468355,Heidi Torres,13-05-24,6308 - Edwardsport,nX00Wg-027,"Davila, Rogers and Larson",United States,USD,Utility,382892,14-05-24,16-05-24,verification,15-05-24,16-05-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,May-24,,,,,
1,Check Request,936357,Adam Arnold,13-05-24,2218 - Lake Levibury,ei37uu-265,"Smith, Garner and Ramirez",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,1363,14-05-24,14-05-24,verification,14-05-24,16-05-24,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,May-24,,,,,
